0.0674216,-15.7008654,6.9929944
0.1833613,-15.8636563,6.9632223
0.3069657,-16.0204577,6.9354686
0.4382659,-16.1709812,6.9076034
0.5769429,-16.3152971,6.8942556
0.7220555,-16.4528288,6.8936499
0.8730087,-16.5832212,6.8961345
1.0301925,-16.7068021,6.8976819
1.1933991,-16.8232416,6.8970822
1.3611432,-16.9314069,6.8934631
1.5339437,-17.0315991,6.8874368
1.7118212,-17.1237086,6.8803457
1.8935338,-17.2070584,6.8730139
2.0787731,-17.2816005,6.8677270
2.2678395,-17.3475571,6.8674046
2.4594042,-17.4046566,6.8733724
2.6531344,-17.4531494,6.8890496
2.8493440,-17.4935124,6.9178202
3.0463809,-17.5259324,6.9607955
3.2446444,-17.5511519,7.0225029
3.4442244,-17.5699018,7.1051035
3.6432356,-17.5828772,7.2094177
3.8432061,-17.5911617,7.3265524
4.0431493,-17.5957433,7.4409261
4.2429507,-17.5977596,7.5526716
4.4433139,-17.5983530,7.6619109
4.6429233,-17.5985488,7.7687567
4.8430140,-17.5990070,7.8733133
5.0429651,-17.6000949,7.9756772
5.2428436,-17.6018778,8.0759384
5.4430292,-17.6043476,8.1741806
5.6427454,-17.6074471,8.2704821
5.8428308,-17.6111479,8.3649161
6.0426646,-17.6154029,8.4575510
6.2426104,-17.6201886,8.5484513
6.4425347,-17.6254739,8.6376775
6.6424228,-17.6312325,8.7252868
6.8423202,-17.6374459,8.8113328
7.0421591,-17.6440864,8.8958666
7.2419590,-17.6510905,8.9789362
7.4417394,-17.6584207,9.0605872
7.6415405,-17.6661112,9.1408628
7.8413653,-17.6742107,9.2198042
8.0411782,-17.6827743,9.2974502
8.2409103,-17.6918460,9.3738382
8.4407248,-17.7014772,9.4490034
8.6403998,-17.7117042,9.5229798
8.8401145,-17.7225851,9.5957994
9.0397856,-17.7341645,9.6674932
9.2392709,-17.7464430,9.7380905
9.4389948,-17.7593935,9.8076196
9.6382474,-17.7727097,9.8761075
9.8380545,-17.7860911,9.7677453
10.0375109,-17.7990759,9.5172669
10.2370925,-17.8113023,9.2770799
10.4369145,-17.8224096,9.0447089
10.6361926,-17.8320247,8.8187783
10.8364848,-17.8399112,8.5955711
11.0361970,-17.8457360,8.3760134
11.2361039,-17.8492303,8.1625041
11.4363022,-17.8499870,7.9710367
11.6357580,-17.8472528,7.8097003
11.8360038,-17.8400102,7.6777147
12.0355663,-17.8273103,7.5724250
12.2341075,-17.8083197,7.4914241
12.4328775,-17.7821140,7.4275317
12.6298424,-17.7483051,7.3786507
