# s_m; t_s; f_x_fl_N; f_y_fl_N; f_z_fl_N; f_x_fr_N; f_y_fr_N; f_z_fr_N;f_x_rl_N; f_y_rl_N; f_z_rl_N; f_x_rr_N;f_y_rr_N; f_z_rr_N;
0.0; 0.000; -35.7; -38.2; 2873.2; -35.7; -37.8; 2834.8; 2775.8; -43.0; 4051.4; 2775.8; -42.6; 4013.0
3.0; 0.073; -35.7; -40.6; 2882.3; -35.7; -40.1; 2841.5; 2758.3; -45.7; 4057.3; 2758.3; -45.3; 4016.5
6.0; 0.146; -35.7; -43.3; 2891.4; -35.7; -42.7; 2848.0; 2741.3; -48.6; 4063.2; 2741.3; -48.2; 4019.8
9.0; 0.218; -35.7; -46.1; 2900.5; -35.7; -45.5; 2854.3; 2724.8; -51.8; 4069.2; 2724.8; -51.3; 4023.0
12.0; 0.290; -35.7; -49.2; 2909.6; -35.7; -48.5; 2860.3; 2708.7; -55.2; 4075.3; 2708.7; -54.7; 4026.0
15.0; 0.362; -35.7; -52.6; 2918.6; -35.7; -51.7; 2866.0; 2693.2; -59.0; 4081.6; 2693.2; -58.3; 4029.0
18.0; 0.433; -35.7; -56.2; 2927.7; -35.7; -55.2; 2871.5; 2678.0; -63.0; 4087.9; 2678.0; -62.3; 4031.7
21.0; 0.504; -35.7; -60.1; 2936.9; -35.7; -59.0; 2876.8; 2663.3; -67.3; 4094.4; 2663.3; -66.5; 4034.3
24.0; 0.574; -35.7; -64.3; 2946.0; -35.7; -63.1; 2881.8; 2649.0; -72.1; 4101.0; 2649.0; -71.1; 4036.7
27.0; 0.644; -35.7; -68.9; 2955.3; -35.7; -67.5; 2886.5; 2635.0; -77.1; 4107.7; 2635.0; -76.1; 4039.0
30.0; 0.714; -35.7; -73.9; 2964.6; -35.7; -72.2; 2890.9; 2621.4; -82.6; 4114.6; 2621.4; -81.4; 4041.0
33.0; 0.783; -35.7; -79.2; 2974.0; -35.7; -77.3; 2895.1; 2608.2; -88.6; 4121.7; 2608.2; -87.2; 4042.8
36.0; 0.852; -35.7; -85.0; 2983.5; -35.7; -82.8; 2898.9; 2595.3; -95.0; 4129.0; 2595.3; -93.4; 4044.4
39.0; 0.921; -35.7; -91.2; 2993.1; -35.7; -88.8; 2902.4; 2582.7; -101.9; 4136.4; 2582.7; -100.1; 4045.7
42.0; 0.989; -35.7; -98.0; 3002.9; -35.7; -95.1; 2905.6; 2570.4; -109.4; 4144.1; 2570.4; -107.3; 4046.8
45.0; 1.057; -35.7; -105.2; 3012.9; -35.7; -102.0; 2908.5; 2558.4; -117.5; 4152.0; 2558.4; -115.0; 4047.6
48.0; 1.125; -35.7; -113.1; 3023.0; -35.7; -109.4; 2910.9; 2546.7; -126.2; 4160.2; 2546.7; -123.4; 4048.1
51.0; 1.192; -35.7; -121.6; 3033.4; -35.7; -117.4; 2913.0; 2535.3; -135.6; 4168.6; 2535.3; -132.4; 4048.3
54.0; 1.259; -35.7; -130.9; 3044.0; -35.7; -125.9; 2914.7; 2524.2; -145.8; 4177.4; 2524.2; -142.0; 4048.1
57.0; 1.326; -35.7; -140.8; 3054.9; -35.7; -135.1; 2916.0; 2513.2; -156.8; 4186.5; 2513.2; -152.5; 4047.5
60.0; 1.393; -35.7; -151.6; 3066.1; -35.7; -145.1; 2916.7; 2502.6; -168.7; 4195.9; 2502.6; -163.7; 4046.5
63.0; 1.459; -35.7; -163.3; 3077.7; -35.7; -155.7; 2917.0; 2492.2; -181.6; 4205.7; 2492.2; -175.8; 4045.1
66.0; 1.525; -35.7; -175.9; 3089.6; -35.7; -167.2; 2916.8; 2482.0; -195.5; 4216.0; 2482.0; -188.9; 4043.2
69.0; 1.591; -35.7; -189.7; 3101.9; -35.7; -179.6; 2916.0; 2472.0; -210.6; 4226.7; 2472.0; -202.9; 4040.8
72.0; 1.656; -35.7; -204.5; 3114.7; -35.7; -192.9; 2914.6; 2462.2; -226.9; 4237.9; 2462.2; -218.0; 4037.9
75.0; 1.721; -35.7; -220.7; 3128.0; -35.7; -207.2; 2912.6; 2452.6; -244.6; 4249.6; 2452.6; -234.3; 4034.3
78.0; 1.786; -35.7; -238.2; 3141.8; -35.7; -222.6; 2909.9; 2443.3; -263.8; 4262.0; 2443.3; -251.9; 4030.1
81.0; 1.851; -35.7; -257.2; 3156.2; -35.7; -239.1; 2906.5; 2434.1; -284.6; 4275.0; 2434.1; -270.8; 4025.2
84.0; 1.915; -35.7; -277.9; 3171.3; -35.7; -256.9; 2902.2; 2425.1; -307.2; 4288.7; 2425.1; -291.1; 4019.6
87.0; 1.979; -35.7; -300.3; 3187.1; -35.7; -276.1; 2897.2; 2416.3; -331.6; 4303.1; 2416.3; -313.0; 4013.1
90.0; 2.043; -35.7; -324.7; 3203.7; -35.7; -296.6; 2891.2; 2407.7; -358.2; 4318.4; 2407.7; -336.6; 4005.8
93.0; 2.107; -35.7; -351.3; 3221.2; -35.7; -318.7; 2884.2; 2399.3; -387.1; 4334.5; 2399.3; -362.0; 3997.5
96.0; 2.171; -35.7; -380.3; 3239.6; -35.7; -342.4; 2876.2; 2391.0; -418.4; 4351.6; 2391.0; -389.3; 3988.2
99.0; 2.234; -35.7; -411.7; 3259.0; -35.7; -367.7; 2867.0; 2382.9; -452.5; 4369.8; 2382.9; -418.7; 3977.8
102.0; 2.297; -35.7; -446.0; 3279.5; -35.7; -394.9; 2856.6; 2374.9; -489.5; 4389.1; 2374.9; -450.2; 3966.2
105.0; 2.360; -35.7; -483.4; 3301.1; -35.7; -424.0; 2844.9; 2367.1; -529.7; 4409.6; 2367.1; -484.0; 3953.4
108.0; 2.422; -35.7; -524.1; 3324.1; -35.7; -455.0; 2831.8; 2359.5; -573.4; 4431.4; 2359.5; -520.3; 3939.2
111.0; 2.485; -35.7; -568.4; 3348.4; -35.7; -488.2; 2817.3; 2352.0; -621.0; 4454.6; 2352.0; -559.1; 3923.5
114.0; 2.547; -35.7; -616.8; 3374.2; -35.7; -523.5; 2801.1; 2344.6; -672.6; 4479.4; 2344.6; -600.7; 3906.2
117.0; 2.609; -35.7; -669.6; 3401.7; -35.7; -561.0; 2783.2; 2337.4; -728.8; 4505.8; 2337.4; -645.1; 3887.3
120.0; 2.671; -35.7; -727.2; 3430.9; -35.7; -601.0; 2763.4; 2330.3; -789.9; 4533.9; 2330.3; -692.6; 3866.5
123.0; 2.732; -35.7; -790.3; 3462.0; -35.7; -643.4; 2741.6; 2323.4; -856.6; 4564.1; 2323.4; -743.3; 3843.7
126.0; 2.794; -35.7; -859.3; 3495.1; -35.7; -688.4; 2717.6; 2316.6; -929.2; 4596.2; 2316.6; -797.3; 3818.7
129.0; 2.855; -35.7; -934.7; 3530.5; -35.7; -735.9; 2691.3; 2309.9; -1008.3; 4630.7; 2309.9; -854.8; 3791.5
132.0; 2.916; -35.7; -1017.0; 3568.1; -35.7; -785.8; 2662.6; 2303.3; -1094.5; 4667.4; 2303.3; -915.9; 3761.9
135.0; 2.976; -35.7; -1106.3; 3608.1; -35.7; -837.8; 2631.6; 2296.9; -1187.8; 4706.4; 2296.9; -980.2; 3729.9
138.0; 3.037; -35.7; -1202.2; 3650.0; -35.7; -891.1; 2598.3; 2290.6; -1288.2; 4747.5; 2290.6; -1047.4; 3695.8
141.0; 3.097; -35.7; -1303.6; 3693.6; -35.7; -944.9; 2563.3; 2284.5; -1394.7; 4790.2; 2284.5; -1116.6; 3659.9
144.0; 3.157; -35.7; -1408.4; 3738.0; -35.7; -997.7; 2527.4; 2278.4; -1505.6; 4833.8; 2278.4; -1186.4; 3623.2
147.0; 3.217; -35.7; -1513.6; 3782.2; -35.7; -1047.9; 2491.6; 2272.5; -1618.2; 4877.1; 2272.5; -1255.1; 3586.6
150.0; 3.277; -35.7; -1615.2; 3824.7; -35.7; -1093.8; 2457.3; 2266.7; -1728.6; 4918.9; 2266.7; -1320.4; 3551.5
153.0; 3.337; -35.7; -1708.9; 3864.0; -35.7; -1133.9; 2426.1; 2261.1; -1832.3; 4957.4; 2261.1; -1380.1; 3519.5
156.0; 3.397; -35.7; -1790.3; 3898.7; -35.7; -1167.1; 2399.4; 2255.5; -1924.7; 4991.4; 2255.5; -1432.0; 3492.1
159.0; 3.456; -35.7; -1855.8; 3927.6; -35.7; -1192.7; 2378.4; 2250.1; -2001.3; 5019.6; 2250.1; -1474.4; 3470.3
162.0; 3.515; -35.7; -1903.1; 3949.8; -35.7; -1210.5; 2363.9; 2244.7; -2059.0; 5041.1; 2244.7; -1505.9; 3455.2
165.0; 3.574; -35.7; -1931.2; 3965.0; -35.7; -1220.8; 2356.4; 2239.5; -2095.8; 5055.6; 2239.5; -1526.0; 3447.0
168.0; 3.633; -35.7; -1941.0; 3973.3; -35.7; -1224.5; 2355.7; 2234.3; -2111.5; 5063.2; 2234.3; -1534.9; 3445.6
171.0; 3.692; -35.7; -1934.0; 3975.4; -35.7; -1222.1; 2361.2; 2229.2; -2107.8; 5064.6; 2229.2; -1533.6; 3450.4
174.0; 3.751; -35.7; -1912.9; 3972.1; -35.7; -1214.6; 2372.0; 2224.2; -2087.2; 5060.7; 2224.2; -1523.3; 3460.6
177.0; 3.810; -35.7; -1881.2; 3964.6; -35.7; -1203.2; 2386.9; 2219.3; -2053.6; 5052.6; 2219.3; -1505.9; 3474.9
180.0; 3.868; -35.7; -1842.3; 3954.3; -35.7; -1188.9; 2404.6; 2214.4; -2011.0; 5041.6; 2214.4; -1483.4; 3491.9
183.0; 3.927; -35.7; -1799.9; 3942.4; -35.7; -1173.0; 2423.8; 2209.5; -1963.9; 5029.1; 2209.5; -1458.1; 3510.5
186.0; 3.985; -35.7; -1757.1; 3930.2; -35.7; -1156.4; 2443.3; 2204.7; -1915.9; 5016.3; 2204.7; -1431.9; 3529.4
189.0; 4.043; -35.7; -1716.8; 3918.7; -35.7; -1140.6; 2462.0; 2200.0; -1870.4; 5004.3; 2200.0; -1406.8; 3547.5
192.0; 4.101; -35.7; -1681.4; 3909.0; -35.7; -1126.5; 2478.9; 2195.3; -1829.9; 4993.9; 2195.3; -1384.1; 3563.9
195.0; 4.159; -35.7; -1653.1; 3901.7; -35.7; -1115.1; 2493.4; 2190.7; -1796.8; 4986.1; 2190.7; -1365.3; 3577.8
198.0; 4.217; -35.7; -1633.6; 3897.5; -35.7; -1107.5; 2504.6; 2186.2; -1772.7; 4981.3; 2186.2; -1351.5; 3588.5
201.0; 4.274; -35.7; -1624.2; 3897.0; -35.7; -1104.3; 2512.2; 2181.7; -1759.1; 4980.3; 2181.7; -1343.7; 3595.5
204.0; 4.332; -35.7; -1626.4; 3900.6; -35.7; -1106.2; 2515.5; 2177.2; -1757.2; 4983.3; 2177.2; -1342.6; 3598.3
207.0; 4.389; -35.7; -1640.7; 3908.7; -35.7; -1113.6; 2514.4; 2172.9; -1768.2; 4990.9; 2172.9; -1348.9; 3596.6
210.0; 4.447; -35.7; -1667.7; 3921.3; -35.7; -1126.4; 2508.5; 2168.6; -1792.6; 5003.1; 2168.6; -1362.8; 3590.2
213.0; 4.504; -35.7; -1707.0; 3938.5; -35.7; -1144.3; 2498.1; 2164.3; -1830.3; 5019.8; 2164.3; -1384.2; 3579.3
216.0; 4.561; -35.7; -1757.0; 3959.7; -35.7; -1166.4; 2483.6; 2160.1; -1880.4; 5040.5; 2160.1; -1412.4; 3564.3
219.0; 4.618; -35.7; -1815.1; 3984.0; -35.7; -1191.0; 2465.9; 2156.0; -1940.7; 5064.3; 2156.0; -1446.0; 3546.2
222.0; 4.675; -35.7; -1877.3; 4010.0; -35.7; -1216.3; 2446.5; 2152.0; -2007.6; 5089.8; 2152.0; -1482.8; 3526.3
225.0; 4.732; -35.7; -1938.1; 4035.8; -35.7; -1239.9; 2427.1; 2148.0; -2076.2; 5115.1; 2148.0; -1520.0; 3506.5
228.0; 4.788; -35.7; -1991.1; 4059.2; -35.7; -1259.5; 2410.0; 2144.1; -2139.9; 5138.1; 2144.1; -1554.3; 3488.9
231.0; 4.845; -35.7; -2029.3; 4077.9; -35.7; -1272.7; 2397.6; 2140.3; -2191.5; 5156.4; 2140.3; -1582.2; 3476.1
234.0; 4.902; -35.7; -2045.8; 4089.5; -35.7; -1277.4; 2392.3; 2136.5; -2223.4; 5167.5; 2136.5; -1600.1; 3470.3
237.0; 4.958; -35.7; -2033.9; 4091.4; -35.7; -1271.5; 2396.5; 2132.8; -2227.8; 5169.1; 2132.8; -1604.2; 3474.1
240.0; 5.014; -35.7; -1987.8; 4081.6; -35.7; -1252.7; 2412.5; 2129.1; -2197.6; 5158.8; 2129.1; -1590.7; 3489.7
243.0; 5.071; -35.7; -1903.0; 4058.0; -35.7; -1218.6; 2442.2; 2125.4; -2126.4; 5134.8; 2125.4; -1555.8; 3519.0
246.0; 5.127; -35.7; -1776.7; 4018.8; -35.7; -1166.3; 2487.5; 2121.7; -2009.7; 5095.2; 2121.7; -1495.4; 3563.9
