# MPC Raceline Trajectory — generated by Raceline-Optimization
# Columns: s_m [m], x_m [m], y_m [m], psi_rad [rad], kappa_radpm [rad/m], vx_mps [m/s], ax_mps2 [m/s^2]
s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2
54.7692661,-27.7236847,-8.8053212,1.7137568,-0.0935871,5.1065834,-4.0721900
54.9691539,-27.9228980,-8.8321498,1.6958707,-0.0846288,4.9446165,-4.4146644
55.1690418,-28.1212551,-8.8554333,1.6796098,-0.0788105,4.7628097,-4.6651286
55.3689296,-28.3217634,-8.8757319,1.6637116,-0.0800692,4.5628228,-4.7241104
55.5688174,-28.5202010,-8.8925976,1.6472422,-0.0874511,4.3509502,-4.4944198
55.7687053,-28.7205155,-8.9060478,1.6277572,-0.1079243,4.1393245,-4.0072489
55.9685931,-28.9211200,-8.9150952,1.6025921,-0.1483531,3.9410667,-3.2890030
56.1684809,-29.1193855,-8.9181150,1.5674319,-0.2107385,3.7705628,-2.2282529
56.3683688,-29.3187386,-8.9126836,1.5166165,-0.3030829,3.6505263,-0.2651141
56.5682566,-29.5165416,-8.8949170,1.4404387,-0.4538456,3.6359808,-0.2651141
56.7681444,-29.7092781,-8.8608993,1.3554648,-0.3552128,3.6213768,1.0786194
56.9680323,-29.9043154,-8.8121875,1.3021546,-0.1976124,3.6804315,3.0515909
57.1679201,-30.0959728,-8.7557695,1.2686528,-0.1436485,3.8425939,3.5828541
57.3678079,-30.2851054,-8.6940789,1.2433843,-0.1123767,4.0246572,3.8549130
57.5676958,-30.4771594,-8.6265626,1.2228227,-0.0910295,4.2117652,4.0295031
57.7675836,-30.6619321,-8.5577097,1.2055401,-0.0855105,4.3988480,3.9573510
57.9674714,-30.8510002,-8.4835364,1.1883895,-0.0838518,4.5751411,3.8250635
58.1673593,-31.0343080,-8.4080326,1.1717417,-0.0845183,4.7393125,3.6512036
58.3672471,-31.2193738,-8.3281116,1.1544250,-0.0876950,4.8908839,3.4225757
58.5671349,-31.4015221,-8.2456184,1.1365161,-0.0919446,5.0288178,3.1676808
58.7670228,-31.5820301,-8.1598234,1.1174426,-0.0995265,5.1531903,2.8245090
58.9669106,-31.7625871,-8.0695639,1.0968561,-0.1048156,5.2616100,2.5430561
59.1667984,-31.9379480,-7.9772407,1.0752103,-0.1145727,5.3573493,2.1360669
59.3666863,-32.1160501,-7.8781723,1.0507268,-0.1268403,5.4364639,1.6585338
59.5665741,-32.2850614,-7.7784314,1.0238592,-0.1476102,5.4971066,-1.7417184
59.7664619,-32.4586186,-7.6691921,0.9945083,-0.1385250,5.4334045,-2.4681090
