# MPC Raceline Trajectory — generated by Raceline-Optimization
# Columns: s_m [m], x_m [m], y_m [m], psi_rad [rad], kappa_radpm [rad/m], vx_mps [m/s], ax_mps2 [m/s^2]
s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2
29.9970046,14.9592876,-11.7621224,-2.2415186,-0.0025896,13.4043655,1.6968513
30.1969846,15.1159157,-11.8864616,-2.2420314,-0.0025391,13.4296570,1.6832416
30.3969646,15.2724610,-12.0108647,-2.2425341,-0.0024886,13.4546987,1.6697410
30.5969447,15.4289794,-12.1353736,-2.2430268,-0.0024382,13.4794936,1.6563487
30.7969247,15.5854203,-12.2599453,-2.2435093,-0.0023877,13.5040446,1.6430638
30.9969047,15.7417843,-12.3845779,-2.2439817,-0.0023372,13.5283547,1.6298854
31.1968848,15.8981246,-12.5093111,-2.2444441,-0.0022867,13.5524267,1.6168128
31.3968648,16.0543897,-12.6341014,-2.2448963,-0.0022362,13.5762635,1.6038450
31.5968448,16.2105857,-12.7589509,-2.2453384,-0.0021856,13.5998678,1.5909812
31.7968248,16.3667561,-12.8838918,-2.2457705,-0.0021351,13.6232424,1.5782206
31.9968049,16.5228567,-13.0088863,-2.2461924,-0.0020846,13.6463899,1.5655623
32.1967849,16.6788955,-13.1339380,-2.2466042,-0.0020340,13.6693131,1.5530056
32.3967649,16.8349073,-13.2590724,-2.2470060,-0.0019835,13.6920145,1.5405496
32.5967450,16.9908548,-13.3842569,-2.2473975,-0.0019329,13.7144967,1.5281935
32.7967250,17.1467469,-13.5094960,-2.2477790,-0.0018823,13.7367622,1.5159365
32.9967050,17.3026116,-13.6348097,-2.2481504,-0.0018318,13.7588135,1.5037778
33.1966851,17.4584174,-13.7601701,-2.2485117,-0.0017813,13.7806531,1.4917166
33.3966651,17.6141737,-13.8855820,-2.2488628,-0.0017307,13.8022834,1.4797521
33.5966451,17.7699027,-14.0110608,-2.2492039,-0.0016803,13.8237068,1.4678836
33.7966252,17.9255782,-14.1365827,-2.2495349,-0.0016297,13.8449256,1.4561103
33.9966052,18.0812095,-14.2621529,-2.2498557,-0.0015792,13.8659421,1.4444315
34.1965852,18.2368142,-14.3877826,-2.2501665,-0.0015288,13.8867586,1.4328463
34.3965652,18.3923707,-14.5134521,-2.2504672,-0.0014783,13.9073774,1.4213540
34.5965453,18.5478881,-14.6391659,-2.2507578,-0.0014279,13.9278007,1.4099539
34.7965253,18.7033799,-14.7649325,-2.2510383,-0.0013775,13.9480306,1.3986453
34.9965053,18.8588289,-14.8907354,-2.2513087,-0.0013271,13.9680692,1.3874273
35.1964854,19.0142435,-15.0165786,-2.2515691,-0.0012768,13.9879189,1.3762993
35.3964654,19.1696338,-15.1424679,-2.2518194,-0.0012265,14.0075815,1.3652606
35.5964454,19.3249867,-15.2683900,-2.2520596,-0.0011762,14.0270592,1.3543104
35.7964255,19.4803095,-15.3943483,-2.2522898,-0.0011259,14.0463539,1.3434480
35.9964055,19.6356098,-15.5203462,-2.2525099,-0.0010757,14.0654678,1.3326728
36.1963855,19.7908778,-15.6463734,-2.2527200,-0.0010255,14.0844027,1.3219840
36.3963655,19.9461202,-15.7724326,-2.2529201,-0.0009753,14.1031607,1.3113809
36.5963456,20.1013417,-15.8985251,-2.2531101,-0.0009252,14.1217435,1.3008628
36.7963256,20.2565364,-16.0246435,-2.2532901,-0.0008751,14.1401532,1.2904291
36.9963056,20.4117095,-16.1507894,-2.2534602,-0.0008251,14.1583916,1.2800791
37.1962857,20.5668637,-16.2769625,-2.2536202,-0.0007751,14.1764606,1.2698121
37.3962657,20.7219964,-16.4031581,-2.2537702,-0.0007252,14.1943619,1.2596275
37.5962457,20.8771114,-16.5293766,-2.2539102,-0.0006753,14.2120973,1.2495245
37.7962258,21.0322096,-16.6556164,-2.2540403,-0.0006255,14.2296686,1.2395026
37.9962058,21.1872916,-16.7818752,-2.2541604,-0.0005757,14.2470776,1.2295611
38.1961858,21.3423598,-16.9081523,-2.2542705,-0.0005260,14.2643260,1.2196993
38.3961659,21.4974134,-17.0344448,-2.2543708,-0.0004763,14.2814154,1.2099166
38.5961459,21.6524560,-17.1607529,-2.2544611,-0.0004267,14.2983476,1.2002123
38.7961259,21.8074885,-17.2870748,-2.2545414,-0.0003772,14.3151243,1.1905859
38.9961059,21.9625089,-17.4134062,-2.2546119,-0.0003277,14.3317469,1.1810367
39.1960860,22.1175235,-17.5397498,-2.2546725,-0.0002782,14.3482172,1.1715641
39.3960660,22.2725315,-17.6661025,-2.2547232,-0.0002289,14.3645367,1.1621675
39.5960460,22.4275298,-17.7924590,-2.2547640,-0.0001796,14.3807071,1.1528462
39.7960261,22.5825277,-17.9188244,-2.2547950,-0.0001304,14.3967298,1.1435997
39.9960061,22.7375224,-18.0451940,-2.2548162,-0.0000812,14.4126064,1.1344273
40.1959861,22.8925099,-18.1715619,-2.2548275,-0.0000322,14.4283384,1.1253286
40.3959662,23.0475023,-18.2979354,-2.2548291,0.0000168,14.4439273,1.1163028
40.5959462,23.2024947,-18.4243081,-2.2548208,0.0000658,14.4593745,1.1073494
40.7959262,23.3574826,-18.5506738,-2.2548028,0.0001146,14.4746816,1.0984678
40.9959062,23.5124807,-18.6770418,-2.2547750,0.0001634,14.4898499,1.0896574
41.1958863,23.6674818,-18.8034038,-2.2547374,0.0002120,14.5048809,1.0809177
41.3958663,23.8224814,-18.9297537,-2.2546902,0.0002606,14.5197759,1.0722481
41.5958463,23.9774964,-19.0561027,-2.2546332,0.0003091,14.5345365,1.0636481
41.7958264,24.1325171,-19.1824403,-2.2545665,0.0003576,14.5491638,1.0551170
41.9958064,24.2875394,-19.3087609,-2.2544902,0.0004059,14.5636593,1.0466543
42.1957864,24.4425825,-19.4350774,-2.2544042,0.0004541,14.5780243,1.0382595
42.3957665,24.5976335,-19.5613770,-2.2543086,0.0005023,14.5922601,1.0299321
42.5957465,24.7526897,-19.6876548,-2.2542033,0.0005503,14.6063680,1.0216714
42.7957265,24.9077720,-19.8139256,-2.2540885,0.0005983,14.6203493,1.0134770
42.9957066,25.0628638,-19.9401733,-2.2539640,0.0006461,14.6342053,1.0053483
43.1956866,25.2179650,-20.0663952,-2.2538300,0.0006939,14.6479371,0.9972848
43.3956666,25.3730975,-20.1926069,-2.2536865,0.0007415,14.6615462,0.9892860
43.5956466,25.5282408,-20.3187891,-2.2535335,0.0007891,14.6750336,0.9813514
43.7956267,25.6833979,-20.4449419,-2.2533709,0.0008365,14.6884006,0.9734804
43.9956067,25.8385918,-20.5710814,-2.2531989,0.0008839,14.7016484,0.9656725
44.1955867,25.9937968,-20.6971845,-2.2530174,0.0009311,14.7147782,-5.1848981
44.3955668,26.1490208,-20.8232550,-2.2528265,0.0009782,14.6441437,-10.0044889
44.5955468,26.3042869,-20.9493093,-2.2526262,0.0010252,14.5068794,-9.9193158
44.7955268,26.4595638,-21.0753196,-2.2524164,0.0010721,14.3694891,-9.8351751
44.9955069,26.6148657,-21.2012949,-2.2521974,0.0011189,14.2319549,-9.7520564
45.1954869,26.7702150,-21.3272511,-2.2519689,0.0011655,14.0942580,-9.6699412
45.3954669,26.9255737,-21.4531548,-2.2517312,0.0012121,13.9563791,-9.5888189
45.5954470,27.0809643,-21.5790221,-2.2514842,0.0012585,13.8182985,-9.5086800
45.7954270,27.2364077,-21.7048673,-2.2512279,0.0013047,13.6799957,-9.4295044
45.9954070,27.3918579,-21.8306509,-2.2509624,0.0013509,13.5414495,-9.3512842
46.1953870,27.5473481,-21.9563974,-2.2506876,0.0013970,13.4026384,-9.2740099
46.3953671,27.7028965,-22.0821191,-2.2504036,0.0014428,13.2635396,-9.1976603
46.5953471,27.8584477,-22.2077689,-2.2501105,0.0014886,13.1241299,-9.1222302
46.7953271,28.0140483,-22.3333820,-2.2498083,0.0015343,12.9843851,-9.0477098
46.9953072,28.1697125,-22.4589676,-2.2494968,0.0015798,12.8442802,-8.9740768
47.1952872,28.3253740,-22.5844699,-2.2491764,0.0016252,12.7037893,-8.9013289
47.3952672,28.4810956,-22.7099372,-2.2488469,0.0016704,12.5628853,-8.8294557
47.5952473,28.6368848,-22.8353731,-2.2485083,0.0017155,12.4215400,-8.7584341
47.7952273,28.7926671,-22.9607154,-2.2481608,0.0017605,12.2797245,-8.6882646
47.9952073,28.9485205,-23.0860245,-2.2478042,0.0018053,12.1374081,-8.6189348
48.1951873,29.1044381,-23.2112926,-2.2474387,0.0018499,11.9945590,-8.5504244
48.3951674,29.2603574,-23.3364672,-2.2470644,0.0018945,11.8511441,-8.4827333
48.5951474,29.4163532,-23.4616061,-2.2466811,0.0019389,11.7071287,-8.4158481
48.7951274,29.5724077,-23.5866926,-2.2462889,0.0019831,11.5624763,-8.3497513
48.9951075,29.7284745,-23.7116873,-2.2458879,0.0020272,11.4171490,-8.2844424
49.1950875,29.8846234,-23.8366439,-2.2454781,0.0020711,11.2711067,-8.2199063
49.3950675,30.0408231,-23.9615351,-2.2450595,0.0021149,11.1243072,-8.1561295
49.5950476,30.1970478,-24.0863381,-2.2446323,0.0021585,10.9767065,-8.0931099
49.7950276,30.3533604,-24.2111007,-2.2441963,0.0022020,10.8282577,-8.0308310
49.9950076,30.5097132,-24.3357827,-2.2437516,0.0022453,10.6789116,-7.9692844
50.1949877,30.6661065,-24.4603823,-2.2432983,0.0022884,10.5286161,-7.9084651
50.3949677,30.8225933,-24.5849393,-2.2428363,0.0023314,10.3773160,-7.8483521
50.5949477,30.9791068,-24.7093983,-2.2423658,0.0023743,10.2249528,-7.7889538
50.7949277,31.1356792,-24.8337829,-2.2418867,0.0024169,10.0714641,-7.7290436
50.9949078,31.2923507,-24.9581228,-2.2413990,0.0024717,9.9168080,-7.6594333
51.1948878,31.4490326,-25.0823440,-2.2408882,0.0026370,9.7611277,-7.5664202
51.3948678,31.6057994,-25.2064971,-2.2403293,0.0030739,9.6048606,-7.4573541
51.5948479,31.7626835,-25.3305861,-2.2396490,0.0037284,9.4483175,-7.3417006
51.7948279,31.9195843,-25.4544970,-2.2388251,0.0045127,9.2916262,-7.2319750
51.9948079,32.0766448,-25.5783041,-2.2378448,0.0052890,9.1346492,-7.1275249
52.1947880,32.2338521,-25.7019575,-2.2367096,0.0060628,8.9772540,-7.0252767
52.3947680,32.3911275,-25.8253559,-2.2354166,0.0068719,8.8193685,-7.0118357
52.5947480,32.5486084,-25.9485676,-2.2340020,0.0065582,8.6589148,-7.0125505
52.7947280,32.7062907,-26.0716112,-2.2329277,0.0041888,8.4954144,-7.1452841
52.9947081,32.8639874,-26.1944483,-2.2322451,0.0028609,8.3255172,-7.1917909
53.1946881,33.0219073,-26.3173139,-2.2317746,0.0018981,8.1509391,-7.1988432
53.3946681,33.1797718,-26.4400388,-2.2314659,0.0011914,7.9723622,-7.1888609
53.5946482,33.3376766,-26.5627348,-2.2312996,0.0004622,7.7899487,-7.1433241
53.7946282,33.4956653,-26.6854726,-2.2312812,-0.0002818,7.6043578,-7.0436111
53.9946082,33.6535439,-26.8081396,-2.2314176,-0.0010819,7.4168116,-6.9766336
54.1945883,33.8114474,-26.9308797,-2.2316878,-0.0013507,7.2262521,-6.9386263
54.3945683,33.9693316,-27.0536718,-2.2319299,-0.0010697,7.0316105,-6.7461408
54.5945483,34.1271612,-27.1764420,-2.2316733,0.0040917,6.8370578,-6.3912523
54.7945284,34.2851255,-27.2991083,-2.2302427,0.0111994,6.6474892,-5.9451396
54.9945084,34.4433574,-27.4214034,-2.2269863,0.0213656,6.4661654,-5.5365295
55.1944884,34.6021106,-27.5430205,-2.2216805,0.0317582,6.2926071,-5.1712269
55.3944684,34.7616371,-27.6636298,-2.2142825,0.0421372,6.1260607,-4.8657928
55.5944485,34.9221682,-27.7828896,-2.2048772,0.0519289,5.9651066,-4.6075948
55.7944285,35.0839324,-27.9004793,-2.1935345,0.0613226,5.8085836,-4.3889832
55.9944085,35.2471090,-28.0160644,-2.1803628,0.0704226,5.6554598,-4.2200823
56.1943886,35.4119203,-28.1293617,-2.1654393,0.0788037,5.5042130,-4.0665872
56.3943686,35.5784785,-28.2400351,-2.1488293,0.0874905,5.3544270,-3.9237938
56.5943486,35.7469431,-28.3477733,-2.1304172,0.0966648,5.2058167,-3.6980333
56.7943287,35.9174875,-28.4522319,-2.1098403,0.1098987,5.0617647,-3.4689851
56.9943087,36.0902597,-28.5529013,-2.0864309,0.1244941,4.9228047,-3.2414803
57.1942887,36.2655024,-28.6492429,-2.0599538,0.1403157,4.7893156,-2.9947396
57.3942687,36.4433770,-28.7406221,-2.0301722,0.1582914,4.6625924,-2.7493518
57.5942488,36.6240363,-28.8263157,-1.9965956,0.1775451,4.5431417,-2.5286958
57.7942288,36.8076375,-28.9055483,-1.9591575,0.1969013,4.4304356,-2.3382099
57.9942088,36.9941928,-28.9774840,-1.9178634,0.2159385,4.3236060,-2.1749174
58.1941889,37.1837104,-29.0413098,-1.8728046,0.2346602,4.2218111,-2.0363554
58.3941689,37.3759324,-29.0961552,-1.8240500,0.2530826,4.1242245,-1.9180201
58.5941489,37.5707353,-29.1412203,-1.7716098,0.2713745,4.0301484,-1.8176025
58.7941290,37.7677008,-29.1756534,-1.7155122,0.2896225,3.9389247,-1.7239569
58.9941090,37.9661784,-29.1986124,-1.6557749,0.3084761,3.8504044,-1.6550556
59.1940890,38.1659645,-29.2093085,-1.5921756,0.3268206,3.7634635,-1.6444680
59.3940691,38.3656519,-29.2069529,-1.5253003,0.3425437,3.6750424,-1.6279341
59.5940491,38.5650353,-29.1909324,-1.4556969,0.3501925,3.5853630,-1.7351573
59.7940291,38.7629331,-29.1609546,-1.3849686,0.3577017,3.4872387,-1.8558850
