# x_m,y_m,w_tr_right_m,w_tr_left_m
-0.7105,3.8500,0.6862,0.6862
-0.7100,3.7700,0.6632,0.6632
-0.7100,3.6900,0.6465,0.6465
-0.7100,3.6100,0.6403,0.6403
-0.7100,3.5300,0.6397,0.6397
-0.7100,3.4500,0.6399,0.6399
-0.7100,3.3700,0.6397,0.6397
-0.7096,3.2900,0.6436,0.6436
-0.7100,3.2100,0.6484,0.6484
-0.7195,3.1300,0.6409,0.6409
-0.7344,3.0500,0.6256,0.6256
-0.7460,2.9700,0.6140,0.6140
-0.7619,2.8900,0.5978,0.5978
-0.7795,2.8100,0.5805,0.5805
-0.7921,2.7300,0.5748,0.5748
-0.7994,2.6500,0.5832,0.5832
-0.8045,2.5700,0.5833,0.5833
-0.8108,2.4900,0.5638,0.5638
-0.8192,2.4100,0.5429,0.5429
-0.8340,2.3300,0.5255,0.5255
-0.8483,2.2500,0.5116,0.5116
-0.8620,2.1700,0.4980,0.4980
-0.8772,2.0900,0.4828,0.4828
-0.8902,2.0100,0.4693,0.4693
-0.8983,1.9300,0.4626,0.4626
-0.9000,1.8500,0.4719,0.4719
-0.9019,1.7700,0.4830,0.4830
-0.9086,1.6900,0.4808,0.4808
-0.9193,1.6100,0.4782,0.4782
-0.9328,1.5300,0.4752,0.4752
-0.9405,1.4500,0.4735,0.4735
-0.9400,1.3700,0.4791,0.4791
-0.9393,1.2900,0.4770,0.4770
-0.9413,1.2100,0.4733,0.4733
-0.9468,1.1300,0.4809,0.4809
-0.9499,1.0500,0.4892,0.4892
-0.9511,0.9700,0.4910,0.4910
-0.9593,0.8900,0.5037,0.5037
-0.9716,0.8100,0.5297,0.5297
-0.9867,0.7300,0.5663,0.5663
-1.0017,0.6500,0.6105,0.6105
-1.0169,0.5700,0.6618,0.6618
-1.0262,0.4900,0.6974,0.6974
-1.0135,0.4100,0.6999,0.6999
-0.9815,0.3300,0.6907,0.6907
-0.9377,0.2496,0.7021,0.7021
-0.8848,0.1707,0.7312,0.7312
-0.8249,0.0954,0.7692,0.7692
-0.7612,0.0205,0.8047,0.8047
-0.6881,-0.0512,0.8407,0.8407
-0.6127,-0.1128,0.8700,0.8700
-0.5375,-0.1416,0.8667,0.8667
-0.4608,-0.1345,0.8330,0.8330
-0.3800,-0.1157,0.7943,0.7943
-0.3000,-0.1011,0.7663,0.7663
-0.2200,-0.0861,0.7423,0.7423
-0.1400,-0.0706,0.7202,0.7202
-0.0600,-0.0559,0.6967,0.6967
0.0200,-0.0386,0.6705,0.6705
0.1000,-0.0183,0.6476,0.6476
0.1800,-0.0026,0.6328,0.6328
0.2600,0.0092,0.6278,0.6278
0.3400,0.0293,0.6234,0.6234
0.4200,0.0461,0.6310,0.6310
0.5000,0.0550,0.6527,0.6527
0.5800,0.0699,0.6608,0.6608
0.6600,0.0989,0.6602,0.6602
0.7400,0.1353,0.6693,0.6693
0.8200,0.1801,0.6840,0.6840
0.9000,0.2306,0.6941,0.6941
0.9800,0.2767,0.6976,0.6976
1.0600,0.3151,0.6939,0.6939
1.1400,0.3534,0.6948,0.6948
1.2200,0.3979,0.7054,0.7054
1.3000,0.4463,0.7061,0.7061
1.3807,0.4948,0.6653,0.6653
1.4568,0.5440,0.6011,0.6011
1.5313,0.5742,0.5658,0.5658
1.6093,0.5876,0.5583,0.5583
1.6900,0.6010,0.5623,0.5623
1.7700,0.6156,0.5776,0.5776
1.8500,0.6319,0.5958,0.5958
1.9312,0.6636,0.6073,0.6073
2.0091,0.7222,0.6212,0.6212
2.0643,0.8007,0.6289,0.6289
2.1019,0.8763,0.6310,0.6310
2.1815,0.9484,0.6654,0.6654
