# x_m,y_m,w_tr_right_m,w_tr_left_m
4.9997,-1.5800,0.6270,0.6270
5.0187,-1.5000,0.6127,0.6127
5.0212,-1.4200,0.6142,0.6142
5.0200,-1.3400,0.6195,0.6195
5.0200,-1.2600,0.6219,0.6219
5.0200,-1.1800,0.6269,0.6269
5.0200,-1.1000,0.6235,0.6235
5.0200,-1.0200,0.6134,0.6134
5.0200,-0.9400,0.6097,0.6097
5.0200,-0.8600,0.6099,0.6099
5.0203,-0.7800,0.6155,0.6155
5.0254,-0.7000,0.6257,0.6257
5.0301,-0.6200,0.6308,0.6308
5.0300,-0.5400,0.6303,0.6303
5.0300,-0.4600,0.6266,0.6266
5.0308,-0.3800,0.6203,0.6203
5.0275,-0.3000,0.6247,0.6247
5.0219,-0.2200,0.6427,0.6427
5.0192,-0.1400,0.6580,0.6580
5.0200,-0.0600,0.6610,0.6610
5.0200,0.0200,0.6606,0.6606
5.0193,0.1000,0.6578,0.6578
5.0209,0.1800,0.6552,0.6552
5.0275,0.2600,0.6539,0.6539
5.0360,0.3400,0.6496,0.6496
5.0430,0.4200,0.6379,0.6379
5.0481,0.5000,0.6357,0.6357
5.0500,0.5800,0.6429,0.6429
5.0525,0.6600,0.6521,0.6521
5.0581,0.7400,0.6575,0.6575
5.0584,0.8200,0.6591,0.6591
5.0664,0.9000,0.6532,0.6532
5.1047,0.9800,0.6231,0.6231
5.1380,1.0600,0.5973,0.5973
5.1454,1.1400,0.5990,0.5990
5.1493,1.2200,0.6022,0.6022
5.1504,1.3000,0.6055,0.6055
5.1500,1.3800,0.5998,0.5998
5.1503,1.4600,0.5821,0.5821
5.1554,1.5400,0.5770,0.5770
5.1597,1.6200,0.5807,0.5807
5.1607,1.7000,0.5817,0.5817
5.1661,1.7800,0.5854,0.5854
5.1697,1.8600,0.5918,0.5918
5.1725,1.9400,0.6000,0.6000
5.1774,2.0200,0.6077,0.6077
5.1814,2.1000,0.6121,0.6121
5.1881,2.1800,0.6232,0.6232
5.1975,2.2600,0.6376,0.6376
5.2007,2.3400,0.6344,0.6344
5.2003,2.4200,0.6197,0.6197
5.2054,2.5000,0.6168,0.6168
5.2082,2.5800,0.6163,0.6163
5.2190,2.6600,0.6219,0.6219
5.2355,2.7400,0.6349,0.6349
5.2419,2.8200,0.6417,0.6417
5.2395,2.9000,0.6435,0.6435
5.2431,2.9800,0.6529,0.6529
5.2511,3.0600,0.6538,0.6538
5.2571,3.1400,0.6418,0.6418
5.2627,3.2200,0.6347,0.6347
5.2675,3.3000,0.6378,0.6378
5.2715,3.3800,0.6490,0.6490
5.2668,3.4600,0.6613,0.6613
5.2613,3.5400,0.6640,0.6640
5.2593,3.6200,0.6557,0.6557
5.2611,3.7000,0.6487,0.6487
5.2590,3.7800,0.6562,0.6562
5.2299,3.8600,0.6876,0.6876
5.1865,3.9400,0.7218,0.7218
5.1602,4.0200,0.7401,0.7401
5.1273,4.1000,0.7429,0.7429
5.0798,4.1808,0.7460,0.7460
5.0170,4.2774,0.7551,0.7551
