# x_m,y_m,w_tr_right_m,w_tr_left_m
-2.0379,-5.0600,0.6545,0.6545
-2.0539,-5.1400,0.6608,0.6608
-2.0662,-5.2200,0.6580,0.6580
-2.0697,-5.3000,0.6496,0.6496
-2.0693,-5.3800,0.6540,0.6540
-2.0732,-5.4600,0.6632,0.6632
-2.0787,-5.5400,0.6681,0.6681
-2.0807,-5.6200,0.6606,0.6606
-2.0800,-5.7000,0.6507,0.6507
-2.0800,-5.7800,0.6516,0.6516
-2.0792,-5.8600,0.6564,0.6564
-2.0851,-5.9400,0.6655,0.6655
-2.0991,-6.0200,0.6790,0.6790
-2.1088,-6.1000,0.6889,0.6889
-2.1115,-6.1800,0.6926,0.6926
-2.1068,-6.2600,0.6850,0.6850
-2.1013,-6.3400,0.6700,0.6700
-2.0993,-6.4200,0.6603,0.6603
-2.1000,-6.5000,0.6563,0.6563
-2.1000,-6.5800,0.6511,0.6511
-2.1000,-6.6600,0.6507,0.6507
-2.1000,-6.7400,0.6560,0.6560
-2.1000,-6.8200,0.6558,0.6558
-2.1000,-6.9000,0.6511,0.6511
-2.1000,-6.9800,0.6542,0.6542
-2.1000,-7.0600,0.6594,0.6594
-2.1000,-7.1400,0.6603,0.6603
-2.1000,-7.2200,0.6638,0.6638
-2.1013,-7.3000,0.6695,0.6695
-2.0942,-7.3800,0.6665,0.6665
-2.0841,-7.4600,0.6672,0.6672
-2.0769,-7.5400,0.6769,0.6769
-2.0725,-7.6200,0.6912,0.6912
-2.0692,-7.7000,0.6992,0.6992
-2.0704,-7.7800,0.6952,0.6952
-2.0704,-7.8600,0.6774,0.6774
-2.0609,-7.9400,0.6688,0.6688
-2.0388,-8.0200,0.6785,0.6785
-2.0149,-8.1000,0.6964,0.6964
-1.9856,-8.1800,0.7258,0.7258
-1.9383,-8.2607,0.7643,0.7643
-1.8785,-8.3393,0.7511,0.7511
-1.8150,-8.4045,0.6884,0.6884
-1.7413,-8.4557,0.6343,0.6343
-1.6600,-8.4881,0.6019,0.6019
-1.5800,-8.5042,0.5858,0.5858
-1.5000,-8.5099,0.5797,0.5797
-1.4200,-8.5104,0.5800,0.5800
-1.3400,-8.5092,0.5891,0.5891
-1.2600,-8.5121,0.5957,0.5957
-1.1800,-8.5222,0.5886,0.5886
-1.1000,-8.5321,0.5779,0.5779
-1.0200,-8.5394,0.5706,0.5706
-0.9400,-8.5588,0.5512,0.5512
-0.8600,-8.5735,0.5365,0.5365
-0.7800,-8.5899,0.5199,0.5199
