# x_m,y_m,w_tr_right_m,w_tr_left_m
3.6200,-0.2019,0.5778,0.5778
3.5400,-0.1558,0.5787,0.5787
3.4600,-0.1042,0.5527,0.5527
3.3800,-0.0477,0.5033,0.5033
3.3000,0.0041,0.4695,0.4695
3.2200,0.0351,0.4598,0.4598
3.1400,0.0501,0.4591,0.4591
3.0600,0.0762,0.4523,0.4523
2.9800,0.1053,0.4579,0.4579
2.9000,0.1302,0.4729,0.4729
2.8200,0.1552,0.4693,0.4693
2.7400,0.1794,0.4518,0.4518
2.6600,0.2019,0.4418,0.4418
2.5800,0.2307,0.4542,0.4542
2.5000,0.2576,0.4735,0.4735
2.4200,0.2870,0.4968,0.4968
2.3400,0.3199,0.5233,0.5233
2.2600,0.3482,0.5476,0.5476
2.1800,0.3697,0.5699,0.5699
2.1000,0.3811,0.5882,0.5882
2.0200,0.3719,0.5972,0.5972
1.9400,0.3547,0.6073,0.6073
1.8600,0.3385,0.6199,0.6199
1.7800,0.3234,0.6385,0.6385
1.7000,0.2868,0.6453,0.6453
1.6200,0.2217,0.6353,0.6353
1.5400,0.1390,0.6107,0.6107
1.4600,0.0666,0.5798,0.5798
1.3800,0.0233,0.5663,0.5663
1.3000,0.0012,0.5764,0.5764
1.2200,-0.0231,0.5826,0.5826
1.1400,-0.0463,0.5777,0.5777
1.0600,-0.0569,0.5589,0.5589
0.9800,-0.0722,0.5374,0.5374
0.9000,-0.0927,0.5343,0.5343
0.8200,-0.1109,0.5421,0.5421
0.7400,-0.1281,0.5576,0.5576
0.6600,-0.1582,0.5878,0.5878
0.5800,-0.1888,0.6195,0.6195
0.5000,-0.2140,0.6518,0.6518
0.4200,-0.2410,0.6948,0.6948
0.3400,-0.2754,0.7509,0.7509
0.2600,-0.2842,0.7882,0.7882
0.1800,-0.2572,0.7980,0.7980
0.1000,-0.2312,0.8145,0.8145
0.0200,-0.2118,0.8367,0.8367
-0.0600,-0.1759,0.8460,0.8460
-0.1400,-0.1286,0.8466,0.8466
-0.2200,-0.0761,0.8537,0.8537
-0.3000,-0.0103,0.8466,0.8466
-0.3800,0.0539,0.8277,0.8277
-0.4600,0.1041,0.8083,0.8083
-0.5400,0.1471,0.7994,0.7994
-0.6200,0.1862,0.8034,0.8034
-0.7000,0.2263,0.8120,0.8120
-0.7800,0.2685,0.8135,0.8135
-0.8600,0.3134,0.8073,0.8073
-0.9400,0.3482,0.7977,0.7977
-1.0206,0.3667,0.7831,0.7831
-1.0913,0.4122,0.7694,0.7694
-1.1654,0.5148,0.7565,0.7565
