# x_m,y_m,w_tr_right_m,w_tr_left_m
19.6276,0.8300,1.0191,1.0191
19.5625,0.7500,0.9817,0.9817
19.4889,0.6684,0.9199,0.9199
19.4108,0.5963,0.8603,0.8603
19.3300,0.5453,0.8199,0.8199
19.2500,0.5192,0.8087,0.8087
19.1700,0.5007,0.8053,0.8053
19.0900,0.4762,0.7907,0.7907
19.0100,0.4592,0.7840,0.7840
18.9300,0.4463,0.7871,0.7871
18.8500,0.4257,0.7793,0.7793
18.7700,0.4031,0.7650,0.7650
18.6900,0.3902,0.7600,0.7600
18.6100,0.3793,0.7606,0.7606
18.5300,0.3563,0.7504,0.7504
18.4500,0.3412,0.7430,0.7430
18.3700,0.3346,0.7436,0.7436
18.2900,0.3311,0.7500,0.7500
18.2100,0.3288,0.7479,0.7479
18.1300,0.3193,0.7375,0.7375
18.0500,0.3109,0.7275,0.7275
17.9700,0.3094,0.7213,0.7213
17.8900,0.3027,0.7282,0.7282
17.8100,0.2919,0.7432,0.7432
17.7300,0.2772,0.7512,0.7512
17.6500,0.2633,0.7518,0.7518
17.5700,0.2589,0.7561,0.7561
17.4900,0.2600,0.7615,0.7615
17.4100,0.2608,0.7567,0.7567
17.3300,0.2577,0.7454,0.7454
17.2500,0.2423,0.7448,0.7448
17.1700,0.2244,0.7560,0.7560
17.0900,0.2192,0.7607,0.7607
17.0100,0.2146,0.7679,0.7679
16.9300,0.2107,0.7730,0.7730
16.8500,0.2076,0.7686,0.7686
16.7700,0.1978,0.7628,0.7628
16.6900,0.1824,0.7637,0.7637
16.6092,0.1732,0.7723,0.7723
16.5321,0.1558,0.7651,0.7651
16.4667,0.1007,0.7117,0.7117
16.3997,0.0232,0.6389,0.6389
16.3207,-0.0339,0.5992,0.5992
16.2400,-0.0663,0.5819,0.5819
16.1600,-0.0778,0.5758,0.5758
16.0800,-0.1012,0.5512,0.5512
16.0000,-0.1396,0.5103,0.5103
15.9200,-0.1713,0.4856,0.4856
15.8400,-0.1903,0.4772,0.4772
15.7600,-0.2064,0.4651,0.4651
15.6800,-0.2258,0.4445,0.4445
15.6000,-0.2396,0.4301,0.4301
15.5200,-0.2481,0.4256,0.4256
15.4400,-0.2626,0.4177,0.4177
15.3600,-0.2771,0.4131,0.4131
15.2800,-0.2890,0.4097,0.4097
15.2000,-0.3021,0.3990,0.3990
15.1200,-0.3136,0.3856,0.3856
15.0400,-0.3232,0.3705,0.3705
14.9600,-0.3344,0.3546,0.3546
14.8800,-0.3410,0.3548,0.3548
14.8000,-0.3454,0.3608,0.3608
14.7200,-0.3552,0.3596,0.3596
14.6400,-0.3655,0.3533,0.3533
14.5600,-0.3714,0.3446,0.3446
14.4800,-0.3700,0.3402,0.3402
14.4000,-0.3700,0.3398,0.3398
14.3200,-0.3700,0.3446,0.3446
14.2400,-0.3692,0.3488,0.3488
14.1600,-0.3725,0.3528,0.3528
14.0800,-0.3781,0.3581,0.3581
14.0000,-0.3808,0.3608,0.3608
13.9200,-0.3800,0.3600,0.3600
13.8400,-0.3800,0.3595,0.3595
13.7600,-0.3800,0.3619,0.3619
13.6800,-0.3795,0.3670,0.3670
13.6000,-0.3832,0.3710,0.3710
13.5200,-0.3905,0.3687,0.3687
13.4400,-0.3972,0.3633,0.3633
13.3600,-0.4007,0.3592,0.3592
13.2800,-0.4000,0.3602,0.3602
13.2000,-0.4000,0.3604,0.3604
13.1200,-0.3993,0.3596,0.3596
13.0400,-0.4032,0.3631,0.3631
12.9600,-0.4087,0.3687,0.3687
12.8800,-0.4107,0.3707,0.3707
12.8000,-0.4100,0.3700,0.3700
12.7200,-0.4100,0.3699,0.3699
12.6400,-0.4092,0.3693,0.3693
12.5600,-0.4119,0.3726,0.3726
12.4800,-0.4167,0.3835,0.3835
12.4000,-0.4234,0.3881,0.3881
12.3200,-0.4243,0.3859,0.3859
12.2400,-0.4221,0.3879,0.3879
12.1600,-0.4193,0.3906,0.3906
12.0800,-0.4200,0.3896,0.3896
12.0000,-0.4200,0.3937,0.3937
11.9200,-0.4205,0.3990,0.3990
11.8400,-0.4236,0.4015,0.4015
11.7600,-0.4283,0.4010,0.4010
11.6800,-0.4295,0.3999,0.3999
11.6000,-0.4300,0.4038,0.4038
11.5200,-0.4304,0.4108,0.4108
11.4400,-0.4282,0.4191,0.4191
11.3600,-0.4280,0.4276,0.4276
11.2800,-0.4297,0.4299,0.4299
11.2000,-0.4300,0.4246,0.4246
11.1200,-0.4300,0.4208,0.4208
11.0400,-0.4300,0.4254,0.4254
10.9600,-0.4300,0.4297,0.4297
10.8800,-0.4300,0.4331,0.4331
10.8000,-0.4292,0.4423,0.4423
10.7200,-0.4325,0.4461,0.4461
10.6400,-0.4389,0.4413,0.4413
10.5600,-0.4383,0.4420,0.4420
10.4800,-0.4319,0.4567,0.4567
10.4000,-0.4299,0.4682,0.4682
10.3200,-0.4287,0.4721,0.4721
10.2400,-0.4232,0.4817,0.4817
10.1600,-0.4201,0.4889,0.4889
10.0800,-0.4175,0.4874,0.4874
10.0000,-0.4119,0.4882,0.4882
9.9200,-0.4092,0.4910,0.4910
9.8400,-0.4105,0.4890,0.4890
9.7600,-0.4070,0.4876,0.4876
9.6800,-0.3953,0.4947,0.4947
9.6000,-0.3761,0.5137,0.5137
9.5200,-0.3357,0.5542,0.5542
9.4400,-0.2749,0.6158,0.6158
9.3600,-0.2383,0.6530,0.6530
9.2800,-0.2389,0.6518,0.6518
9.2000,-0.2400,0.6498,0.6498
9.1200,-0.2400,0.6500,0.6500
9.0400,-0.2400,0.6500,0.6500
8.9600,-0.2400,0.6500,0.6500
8.8800,-0.2400,0.6500,0.6500
8.8000,-0.2400,0.6503,0.6503
8.7200,-0.2400,0.6466,0.6466
8.6400,-0.2400,0.6418,0.6418
8.5600,-0.2400,0.6391,0.6391
8.4800,-0.2400,0.6343,0.6343
8.4000,-0.2400,0.6311,0.6311
8.3200,-0.2403,0.6356,0.6356
8.2400,-0.2454,0.6352,0.6352
8.1600,-0.2501,0.6290,0.6290
8.0800,-0.2500,0.6240,0.6240
8.0000,-0.2500,0.6196,0.6196
7.9200,-0.2500,0.6204,0.6204
7.8400,-0.2500,0.6254,0.6254
7.7600,-0.2500,0.6298,0.6298
7.6800,-0.2493,0.6309,0.6309
7.6000,-0.2513,0.6289,0.6289
7.5200,-0.2568,0.6231,0.6231
7.4400,-0.2607,0.6147,0.6147
7.3600,-0.2600,0.6106,0.6106
7.2800,-0.2600,0.6098,0.6098
7.2000,-0.2600,0.6100,0.6100
7.1200,-0.2600,0.6100,0.6100
7.0400,-0.2600,0.6101,0.6101
6.9600,-0.2600,0.6100,0.6100
6.8800,-0.2600,0.6100,0.6100
6.8000,-0.2600,0.6100,0.6100
6.7200,-0.2600,0.6100,0.6100
6.6400,-0.2600,0.6101,0.6101
6.5600,-0.2600,0.6100,0.6100
6.4800,-0.2600,0.6100,0.6100
6.4000,-0.2600,0.6100,0.6100
6.3200,-0.2600,0.6100,0.6100
6.2400,-0.2600,0.6105,0.6105
6.1600,-0.2600,0.6075,0.6075
6.0800,-0.2600,0.6021,0.6021
6.0000,-0.2600,0.5996,0.5996
5.9200,-0.2600,0.5996,0.5996
5.8400,-0.2600,0.6021,0.6021
5.7600,-0.2600,0.6079,0.6079
5.6800,-0.2600,0.6079,0.6079
5.6000,-0.2600,0.6021,0.6021
5.5200,-0.2600,0.5996,0.5996
5.4400,-0.2600,0.6000,0.6000
5.3600,-0.2608,0.6008,0.6008
5.2800,-0.2581,0.5979,0.5979
5.2000,-0.2517,0.5927,0.5927
5.1200,-0.2525,0.5945,0.5945
5.0400,-0.2562,0.5985,0.5985
4.9600,-0.2533,0.5940,0.5940
4.8800,-0.2492,0.5898,0.5898
4.8000,-0.2500,0.5899,0.5899
4.7200,-0.2500,0.5855,0.5855
4.6400,-0.2500,0.5806,0.5806
4.5600,-0.2500,0.5802,0.5802
4.4800,-0.2500,0.5776,0.5776
4.4000,-0.2508,0.5716,0.5716
4.3200,-0.2475,0.5712,0.5712
4.2400,-0.2419,0.5771,0.5771
4.1600,-0.2392,0.5806,0.5806
4.0800,-0.2400,0.5803,0.5803
4.0000,-0.2400,0.5796,0.5796
3.9200,-0.2400,0.5749,0.5749
3.8400,-0.2400,0.5702,0.5702
3.7600,-0.2400,0.5698,0.5698
3.6800,-0.2400,0.5700,0.5700
3.6000,-0.2400,0.5700,0.5700
3.5200,-0.2404,0.5704,0.5704
3.4400,-0.2393,0.5692,0.5692
3.3600,-0.2339,0.5639,0.5639
3.2800,-0.2295,0.5610,0.5610
3.2000,-0.2307,0.5621,0.5621
3.1200,-0.2287,0.5593,0.5593
3.0400,-0.2232,0.5564,0.5564
2.9600,-0.2193,0.5523,0.5523
2.8800,-0.2200,0.5501,0.5501
2.8000,-0.2200,0.5499,0.5499
2.7200,-0.2200,0.5500,0.5500
2.6400,-0.2200,0.5500,0.5500
2.5600,-0.2200,0.5504,0.5504
2.4800,-0.2207,0.5464,0.5464
2.4000,-0.2168,0.5449,0.5449
2.3200,-0.2113,0.5483,0.5483
2.2400,-0.2100,0.5500,0.5500
2.1600,-0.2094,0.5511,0.5511
2.0800,-0.2019,0.5557,0.5557
2.0000,-0.1933,0.5590,0.5590
1.9200,-0.1872,0.5624,0.5624
